scheduled_id,property_id,begin_date,end_date,type_visit,status
189772,54,2022-02-01T15:00:00-03:00,2022-02-01T17:00:00-03:00,Visit,Cancelled
194377,55,2022-02-11T09:00:00-03:00,2022-02-11T11:00:00-03:00,Visit,Cancelled
194907,55,2022-02-08T20:00:00-03:00,2022-02-09T03:00:00-03:00,Visit,Cancelled
194871,55,2022-02-07T15:00:00-03:00,2022-02-07T22:00:00-03:00,Visit,Cancelled
194723,55,2022-02-09T22:00:00-03:00,2022-02-10T00:00:00-03:00,Visit,Cancelled
194709,55,2022-02-09T22:00:00-03:00,2022-02-10T00:00:00-03:00,Visit,Cancelled
205168,56,2022-02-22T16:00:00-03:00,2022-02-22T17:00:00-03:00,Visit,Done
191129,56,2022-02-03T19:00:00-03:00,2022-02-03T21:00:00-03:00,Visit,Cancelled
198042,56,2022-02-12T15:00:00-03:00,2022-02-12T17:00:00-03:00,Visit,Done
198147,56,2022-02-12T19:00:00-03:00,2022-02-12T21:00:00-03:00,Visit,Done
197801,56,2022-02-11T11:00:00-03:00,2022-02-11T18:00:00-03:00,Visit,Done
197784,56,2022-02-10T20:45:00-03:00,2022-02-10T22:45:00-03:00,Visit,Done
195026,56,2022-02-08T13:00:00-03:00,2022-02-08T15:00:00-03:00,Visit,Cancelled
190273,56,2022-02-05T16:00:00-03:00,2022-02-05T18:00:00-03:00,Visit,Done
190160,56,2022-02-02T11:00:00-03:00,2022-02-02T13:00:00-03:00,Visit,Cancelled
195321,57,2022-02-08T12:00:00-03:00,2022-02-08T14:00:00-03:00,Visit,Cancelled
197490,57,2022-02-11T09:00:00-03:00,2022-02-11T11:00:00-03:00,Visit,Done
195245,58,2022-02-10T11:00:00-03:00,2022-02-10T13:00:00-03:00,Visit,Done
198032,59,2022-02-13T12:00:00-03:00,2022-02-13T14:00:00-03:00,Visit,Cancelled
198999,59,2022-02-19T12:00:00-03:00,2022-02-19T14:00:00-03:00,Visit,Cancelled
200145,59,2022-02-18T17:00:00-03:00,2022-02-18T19:00:00-03:00,Visit,Cancelled
202297,59,2022-02-19T10:00:00-03:00,2022-02-19T12:00:00-03:00,Visit,Cancelled
200310,59,2022-02-17T18:00:00-03:00,2022-02-17T20:00:00-03:00,Visit,Done
200307,59,2022-02-16T09:00:00-03:00,2022-02-16T11:00:00-03:00,Visit,Cancelled
196660,59,2022-02-13T13:00:00-03:00,2022-02-13T15:00:00-03:00,Visit,Done
192392,60,2022-02-04T10:00:00-03:00,2022-02-04T12:00:00-03:00,Visit,Cancelled
202019,61,2022-02-22T16:00:00-03:00,2022-02-22T18:00:00-03:00,Visit,Cancelled
202026,61,2022-02-17T17:00:00-03:00,2022-02-17T19:00:00-03:00,Visit,Done
198170,61,2022-02-17T17:00:00-03:00,2022-02-17T19:00:00-03:00,Visit,Cancelled
196634,61,2022-02-10T14:00:00-03:00,2022-02-10T21:00:00-03:00,Visit,Done
193748,61,2022-02-06T13:00:00-03:00,2022-02-06T15:00:00-03:00,Visit,Cancelled
193592,61,2022-02-05T15:00:00-03:00,2022-02-05T17:00:00-03:00,Visit,Done
192132,61,2022-02-03T15:45:00-03:00,2022-02-03T19:00:00-03:00,Visit,Done
193326,62,2022-02-07T13:00:00-03:00,2022-02-07T15:00:00-03:00,Visit,Cancelled
193564,62,2022-02-06T18:00:00-03:00,2022-02-06T20:00:00-03:00,Visit,Cancelled
194029,62,2022-02-07T15:00:00-03:00,2022-02-07T17:00:00-03:00,Visit,Cancelled
193224,62,2022-02-06T12:00:00-03:00,2022-02-06T14:00:00-03:00,Visit,Done
193292,62,2022-02-06T13:00:00-03:00,2022-02-06T15:00:00-03:00,Visit,Cancelled
193223,62,2022-02-05T15:00:00-03:00,2022-02-05T17:00:00-03:00,Visit,Cancelled
198758,63,2022-02-12T14:00:00-03:00,2022-02-12T21:00:00-03:00,Visit,Done
196997,63,2022-02-12T14:30:00-03:00,2022-02-12T17:00:00-03:00,Visit,Done
195390,63,2022-02-12T12:00:00-03:00,2022-02-12T14:00:00-03:00,Visit,Done
198457,63,2022-02-13T16:00:00-03:00,2022-02-13T18:00:00-03:00,Visit,Cancelled
197370,63,2022-02-12T14:00:00-03:00,2022-02-12T16:00:00-03:00,Visit,Done
196950,63,2022-02-12T13:00:00-03:00,2022-02-12T15:00:00-03:00,Visit,Done
199526,64,2022-02-14T19:30:00-03:00,2022-02-14T21:30:00-03:00,Visit,Done
198591,64,2022-02-14T22:00:00-03:00,2022-02-15T00:00:00-03:00,Visit,Cancelled
196137,64,2022-02-11T15:30:00-03:00,2022-02-11T17:30:00-03:00,Visit,Done
197182,64,2022-02-10T12:00:00-03:00,2022-02-10T14:00:00-03:00,Visit,Done
203460,65,2022-02-22T20:00:00-03:00,2022-02-22T22:00:00-03:00,Visit,Cancelled
203010,65,2022-02-20T19:00:00-03:00,2022-02-20T21:00:00-03:00,Visit,Done
203100,65,2022-02-20T11:00:00-03:00,2022-02-20T13:00:00-03:00,Visit,Done
203093,65,2022-02-20T10:00:00-03:00,2022-02-20T12:00:00-03:00,Visit,Cancelled
203009,65,2022-02-20T10:00:00-03:00,2022-02-20T12:00:00-03:00,Visit,Cancelled
201788,65,2022-02-17T13:15:00-03:00,2022-02-17T15:15:00-03:00,Visit,Done
200674,65,2022-02-16T18:00:00-03:00,2022-02-16T20:00:00-03:00,Visit,Done
200526,65,2022-02-16T14:00:00-03:00,2022-02-16T16:00:00-03:00,Visit,Cancelled
199887,65,2022-02-15T17:00:00-03:00,2022-02-15T19:00:00-03:00,Visit,Done
198173,66,2022-02-12T16:00:00-03:00,2022-02-12T23:00:00-03:00,Visit,Done
197107,66,2022-02-12T16:00:00-03:00,2022-02-12T18:00:00-03:00,Visit,Cancelled
204423,67,2022-02-25T19:00:00-03:00,2022-02-25T21:00:00-03:00,Visit,Cancelled
204448,67,2022-02-21T20:00:00-03:00,2022-02-21T22:00:00-03:00,Visit,Done
203807,67,2022-02-21T18:00:00-03:00,2022-02-21T20:00:00-03:00,Visit,Cancelled
199426,67,2022-02-17T18:00:00-03:00,2022-02-17T20:00:00-03:00,Visit,Cancelled
199254,67,2022-02-14T12:00:00-03:00,2022-02-14T14:00:00-03:00,Visit,Done
199253,67,2022-02-14T10:00:00-03:00,2022-02-14T12:00:00-03:00,Visit,Cancelled
201165,68,2022-02-19T12:00:00-03:00,2022-02-19T14:00:00-03:00,Visit,Cancelled
207616,68,2022-02-28T19:00:00-03:00,2022-02-28T21:00:00-03:00,Visit,Cancelled
207257,68,2022-02-26T16:30:00-03:00,2022-02-26T18:30:00-03:00,Visit,Done
202381,68,2022-02-19T11:00:00-03:00,2022-02-19T13:00:00-03:00,Visit,Cancelled
200190,68,2022-02-17T12:00:00-03:00,2022-02-17T14:00:00-03:00,Visit,Done
199413,68,2022-02-15T12:00:00-03:00,2022-02-15T14:00:00-03:00,Visit,Cancelled
200483,69,2022-02-20T15:00:00-03:00,2022-02-20T17:00:00-03:00,Visit,Done
202966,69,2022-02-21T16:00:00-03:00,2022-02-21T18:00:00-03:00,Visit,Cancelled
200536,69,2022-02-16T20:00:00-03:00,2022-02-16T22:00:00-03:00,Visit,Cancelled
203748,70,2022-02-21T20:00:00-03:00,2022-02-21T22:00:00-03:00,Visit,Cancelled
204017,70,2022-02-26T17:00:00-03:00,2022-02-26T19:00:00-03:00,Visit,Cancelled
204063,70,2022-02-23T21:00:00-03:00,2022-02-23T23:00:00-03:00,Visit,Cancelled
203434,70,2022-02-21T10:00:00-03:00,2022-02-21T12:00:00-03:00,Visit,Done
203426,70,2022-02-21T10:00:00-03:00,2022-02-21T12:00:00-03:00,Visit,Done
201596,71,2022-02-19T13:00:00-03:00,2022-02-19T15:00:00-03:00,Visit,Cancelled
201649,71,2022-02-19T16:00:00-03:00,2022-02-19T18:00:00-03:00,Visit,Cancelled
202267,71,2022-02-19T18:00:00-03:00,2022-02-19T20:00:00-03:00,Visit,Cancelled
202789,71,2022-02-20T13:00:00-03:00,2022-02-20T15:00:00-03:00,Visit,Cancelled
202227,71,2022-02-21T10:00:00-03:00,2022-02-21T12:00:00-03:00,Visit,Cancelled
200899,71,2022-02-17T20:00:00-03:00,2022-02-17T22:00:00-03:00,Visit,Done
200835,71,2022-02-17T18:00:00-03:00,2022-02-17T20:00:00-03:00,Visit,Cancelled
201973,71,2022-02-18T16:00:00-03:00,2022-02-18T18:00:00-03:00,Visit,Done
202209,71,2022-02-18T16:00:00-03:00,2022-02-18T18:00:00-03:00,Visit,Done
199977,71,2022-02-16T15:00:00-03:00,2022-02-16T17:00:00-03:00,Visit,Done
208177,72,2022-02-26T14:30:00-03:00,2022-02-26T16:00:00-03:00,Visit,Done
203693,73,2022-02-22T12:30:00-03:00,2022-02-22T14:33:00-03:00,Visit,Cancelled
204212,73,2022-02-23T20:00:00-03:00,2022-02-23T22:00:00-03:00,Visit,Cancelled
204362,73,2022-02-22T16:00:00-03:00,2022-02-22T18:00:00-03:00,Visit,Cancelled
204165,73,2022-02-22T12:00:00-03:00,2022-02-22T14:00:00-03:00,Visit,Cancelled
204128,73,2022-02-21T19:30:00-03:00,2022-02-21T21:00:00-03:00,Visit,Done
204149,73,2022-02-21T19:15:00-03:00,2022-02-21T22:00:00-03:00,Visit,Done
203819,73,2022-02-26T13:00:00-03:00,2022-02-26T15:00:00-03:00,Visit,Cancelled
203738,73,2022-02-21T19:00:00-03:00,2022-02-22T02:00:00-03:00,Visit,Done
205760,74,2022-02-24T13:00:00-03:00,2022-02-24T15:00:00-03:00,Visit,Cancelled
206021,74,2022-02-24T15:00:00-03:00,2022-02-24T17:00:00-03:00,Visit,Cancelled
207397,74,2022-02-28T20:00:00-03:00,2022-02-28T22:00:00-03:00,Visit,Cancelled
207530,74,2022-02-28T12:00:00-03:00,2022-02-28T14:00:00-03:00,Visit,Cancelled
207941,74,2022-02-26T14:00:00-03:00,2022-02-26T16:00:00-03:00,Visit,Cancelled
207469,74,2022-02-27T14:00:00-03:00,2022-02-27T16:00:00-03:00,Visit,Cancelled
206016,74,2022-02-24T15:00:00-03:00,2022-02-24T17:00:00-03:00,Visit,Cancelled
206020,74,2022-02-24T15:00:00-03:00,2022-02-24T17:00:00-03:00,Visit,Cancelled
206014,74,2022-02-24T15:00:00-03:00,2022-02-24T17:00:00-03:00,Visit,Cancelled
208242,75,2022-02-28T20:00:00-03:00,2022-02-28T22:00:00-03:00,Visit,Cancelled
208444,76,2022-02-28T21:00:00-03:00,2022-02-28T23:00:00-03:00,Visit,Cancelled
208539,76,2022-02-26T17:30:00-03:00,2022-02-26T18:30:00-03:00,Visit,Done
208512,76,2022-02-26T17:00:00-03:00,2022-02-26T18:00:00-03:00,Visit,Done
207089,76,2022-02-26T10:00:00-03:00,2022-02-26T17:00:00-03:00,Visit,Cancelled
207225,76,2022-02-26T16:00:00-03:00,2022-02-26T18:00:00-03:00,Visit,Done
208116,77,2022-02-28T13:00:00-03:00,2022-02-28T15:00:00-03:00,Visit,Cancelled
208706,77,2022-02-28T15:00:00-03:00,2022-02-28T17:00:00-03:00,Visit,Cancelled
208459,77,2022-02-27T14:00:00-03:00,2022-02-27T16:00:00-03:00,Visit,Cancelled
205870,77,2022-02-24T09:00:00-03:00,2022-02-24T11:00:00-03:00,Visit,Done
205835,77,2022-02-24T09:00:00-03:00,2022-02-24T11:00:00-03:00,Visit,Cancelled
208508,78,2022-02-26T20:00:00-03:00,2022-02-26T22:00:00-03:00,Visit,Cancelled
206296,78,2022-02-25T13:00:00-03:00,2022-02-25T15:00:00-03:00,Visit,Done
205772,78,2022-02-24T18:30:00-03:00,2022-02-24T20:00:00-03:00,Visit,Done
205520,78,2022-02-24T18:00:00-03:00,2022-02-24T20:00:00-03:00,Visit,Done
208286,79,2022-02-28T11:00:00-03:00,2022-02-28T13:00:00-03:00,Visit,Cancelled
208814,79,2022-02-28T15:00:00-03:00,2022-02-28T17:00:00-03:00,Visit,Cancelled
208445,79,2022-02-28T18:00:00-03:00,2022-02-28T20:00:00-03:00,Visit,Cancelled
208740,79,2022-02-27T15:00:00-03:00,2022-02-27T17:00:00-03:00,Visit,Cancelled
208613,80,2022-02-28T16:00:00-03:00,2022-02-28T18:00:00-03:00,Visit,Cancelled
208582,80,2022-02-28T18:00:00-03:00,2022-02-28T20:00:00-03:00,Visit,Cancelled
208926,80,2022-02-28T17:00:00-03:00,2022-02-28T19:00:00-03:00,Visit,Cancelled
208629,80,2022-02-27T16:00:00-03:00,2022-02-27T18:00:00-03:00,Visit,Done
208045,80,2022-02-27T16:00:00-03:00,2022-02-27T18:00:00-03:00,Visit,Done
208611,80,2022-02-28T20:00:00-03:00,2022-02-28T22:00:00-03:00,Visit,Cancelled
207460,80,2022-02-26T17:00:00-03:00,2022-02-26T19:00:00-03:00,Visit,Done
208040,80,2022-02-27T12:00:00-03:00,2022-02-27T14:00:00-03:00,Visit,Cancelled
207996,80,2022-02-27T12:00:00-03:00,2022-02-27T14:00:00-03:00,Visit,Cancelled
